verb,agency,power,verb_prep,prep,lemma
pats,agency_pos,power_equal,pats,,pat
pauses,agency_neg,,pauses,,pause
paves,agency_pos,power_equal,paves,,pave
paws,agency_pos,power_equal,paws,,paw
pays,agency_equal,power_agent,pays,,pay
pecks,agency_pos,power_agent,pecks,,peck
pedals,agency_pos,,pedals,,pedal
peddles,agency_pos,power_agent,peddles,,peddle
peeks,agency_neg,,peeks,,peek
peels,agency_pos,power_agent,peels,,peel
peeps,agency_pos,,peeps,,peep
peers,agency_pos,,peers,,peer
pees,agency_pos,,pees,,pee
pegs,agency_pos,power_agent,pegs,,peg
pelts,agency_pos,power_agent,pelts,,pelt
penetrates,agency_pos,power_agent,penetrates,,penetrate
perceives,agency_neg,power_equal,perceives,,perceive
perches,agency_pos,,perches,,perch
perfects,agency_pos,power_agent,perfects,,perfect
performs,agency_pos,power_equal,performs,,perform
permits,agency_pos,power_agent,permits,,permit
perplexes,agency_neg,power_agent,perplexes,,perplex
persuades,agency_pos,power_agent,persuades,,persuade
peruses,agency_pos,power_theme,peruses,,peruse
pets,agency_pos,power_equal,pets,,pet
phones,agency_pos,power_equal,phones,,phone
photographs,agency_pos,power_equal,photographs,,photograph
picks,agency_pos,power_agent,picks,,pick
pictures,agency_equal,power_equal,pictures,,picture
pierces,agency_pos,power_agent,pierces,,pierce
piles,agency_pos,power_agent,piles,,pile
pinches,agency_pos,power_agent,pinches,,pinch
pins,agency_pos,power_agent,pins,,pin
pitches,agency_pos,power_agent,pitches,,pitch
pivots,agency_pos,power_equal,pivots,,pivot
places,agency_pos,power_agent,places,,place
plagues,agency_pos,power_agent,plagues,,plague
plans,agency_pos,power_agent,plans,,plan
plants,agency_pos,power_agent,plants,,plant
plasters,agency_pos,power_agent,plasters,,plaster
plats,agency_pos,power_equal,plats,,plat
plays,agency_pos,power_agent,plays,,play
pleads,agency_pos,power_theme,pleads,,plead
pleases,agency_neg,power_theme,pleases,,please
pledges,agency_pos,power_agent,pledges,,pledge
plops,agency_pos,power_agent,plops,,plop
plows,agency_pos,power_agent,plows,,plow
plucks,agency_pos,power_agent,plucks,,pluck
plugs,agency_pos,power_agent,plugs in,in,plug
plummets,agency_neg,,plummets,,plummet
plunges,agency_pos,power_agent,plunges,,plunge
pockets,agency_equal,power_agent,pockets,,pocket
points,agency_pos,power_equal,points at,at,point
poises,agency_pos,,poises,,poise
poisons,agency_pos,power_agent,poisons,,poison
pokes,agency_pos,power_agent,pokes,,poke
polishes,agency_pos,power_theme,polishes,,polish
ponders,agency_neg,,ponders,,ponder
pops,agency_pos,power_agent,pops,,pop
portrays,agency_pos,power_theme,portrays,,portray
poses,agency_neg,,poses,,pose
positions,agency_pos,power_agent,positions,,position
possesses,agency_equal,power_agent,possesses,,possess
postpones,agency_pos,power_agent,postpones,,postpone
posts,agency_pos,power_agent,posts,,post
pounces,agency_pos,,pounces,,pounce
pounds,agency_pos,power_agent,pounds,,pound
pours,agency_pos,power_agent,pours,,pour
powers,agency_pos,power_agent,powers,,power
practices,agency_pos,power_theme,practices,,practice
praises,agency_pos,power_equal,praises,,praise
prays,agency_equal,power_theme,prays,,pray
prays,agency_neg,power_theme,prays to,to,pray
preaches,agency_pos,power_equal,preaches,,preach
precedes,agency_neg,power_agent,precedes,,precede
predicts,agency_equal,power_theme,predicts,,predict
prefers,agency_neg,power_theme,prefers,,prefer
preoccupies,agency_equal,power_agent,preoccupies,,preoccupy
prepares,agency_pos,power_agent,prepares,,prepare
prescribes,agency_pos,power_agent,prescribes,,prescribe
presents,agency_pos,power_agent,presents,,present
preserves,agency_pos,power_agent,preserves,,preserve
presides,agency_pos,,presides,,preside
presses,agency_pos,power_agent,presses,,press
presumes,agency_equal,power_agent,presumes,,presume
pretends,agency_pos,power_agent,pretends,,pretend
prevails,agency_pos,,prevails,,prevail
prevents,agency_pos,power_agent,prevents,,prevent
pricks,agency_pos,power_agent,pricks,,prick
pries,agency_equal,,pries,,pry
prints,agency_pos,power_agent,prints,,print
probes,agency_pos,power_agent,probes,,probe
proceeds,agency_pos,,proceeds,,proceed
processes,agency_pos,power_equal,processes,,process
proclaims,agency_pos,power_agent,proclaims,,proclaim
prods,agency_pos,power_agent,prods,,prod
produces,agency_pos,power_agent,produces,,produce
programs,agency_pos,power_agent,programs,,program
progresses,agency_pos,,progresses,,progress
prohibits,agency_pos,power_agent,prohibits,,prohibit
projects,agency_equal,power_agent,projects,,project
promises,agency_pos,power_equal,promises,,promise
promotes,agency_pos,power_theme,promotes,,promote
prompts,agency_pos,power_agent,prompts,,prompt
pronounces,agency_pos,power_agent,pronounces,,pronounce
propels,agency_pos,power_agent,propels,,propel
proposes,agency_pos,power_agent,proposes,,propose
props,agency_pos,power_agent,props,,prop
prosecutes,agency_pos,power_agent,prosecutes,,prosecute
protects,agency_pos,power_agent,protects,,protect
protests,agency_pos,power_equal,protests,,protest
protrudes,agency_neg,,protrudes,,protrude
proves,agency_pos,power_agent,proves,,prove
provides,agency_pos,power_agent,provides,,provide
provokes,agency_pos,power_equal,provokes,,provoke
prowls,agency_pos,,prowls,,prowl
publishes,agency_pos,power_agent,publishes,,publish
puffs,agency_pos,,puffs,,puff
pulls,agency_pos,power_agent,pulls,,pull
pulsates,agency_equal,,pulsates,,pulsate
pulses,agency_equal,,pulses,,pulse
pummels,agency_pos,power_agent,pummels,,pummel
pumps,,power_agent,pumps,,pump
punches,agency_pos,power_agent,punches,,punch
punctuates,agency_pos,power_agent,punctuates,,punctuate
punctures,agency_pos,power_agent,punctures,,puncture
punishes,agency_pos,power_agent,punishes,,punish
purchases,agency_pos,power_agent,purchases,,purchase
purrs,agency_equal,,purrs,,purr
pursues,agency_pos,power_theme,pursues,,pursue
pushes,agency_pos,power_agent,pushes,,push
puts,agency_equal,power_agent,puts,,put
puzzles,agency_neg,power_agent,puzzles,,puzzle
qualifies,agency_neg,,qualifies,,qualify
questions,agency_pos,power_agent,questions,,question
quickens,agency_pos,power_agent,quickens,,quicken
quiets,agency_pos,power_agent,quiets,,quiet
quits,agency_pos,power_agent,quits,,quit
quivers,agency_pos,,quivers,,quiver
quotes,agency_equal,power_theme,quotes,,quote
races,agency_pos,power_equal,races,,race
racks,agency_pos,power_equal,racks up,up,rack
radiates,agency_equal,power_theme,radiates,,radiate
rags,agency_pos,power_agent,rags,,rag
raids,agency_pos,power_agent,raids,,raid
rails,agency_pos,power_agent,rails against,against,rail
rains,agency_pos,power_agent,rains,,rain
raises,agency_pos,power_agent,raises,,raise
rakes,agency_pos,power_agent,rakes,,rake
rambles,agency_pos,,rambles,,ramble
rams,agency_pos,power_agent,rams,,ram
ranges,agency_pos,,ranges,,range
ranks,agency_pos,power_agent,ranks,,rank
rants,agency_pos,,rants,,rant
raps,agency_pos,,raps,,rap
ratifies,agency_pos,power_agent,ratifies,,ratify
rats,agency_pos,power_agent,rats on,on,rat
rattles,agency_pos,power_agent,rattles,,rattle
ravages,agency_pos,power_agent,ravages,,ravage
raves,agency_pos,,raves,,rave
reaches,agency_pos,power_theme,reaches,,reach
reacts,agency_pos,,reacts,,react
reacts,agency_pos,power_theme,reacts to,to,react
readies,agency_pos,power_agent,readies,,ready
reads,agency_equal,power_agent,reads,,read
reaffirms,agency_pos,power_agent,reaffirms,,reaffirm
realises,agency_equal,power_equal,realises,,realise
realizes,agency_neg,power_equal,realizes,,realize
reappears,agency_pos,,reappears,,reappear
rearranges,agency_pos,power_agent,rearranges,,rearrange
rears,agency_pos,,rears,,rear
reasons,agency_pos,,reasons,,reason
reassures,agency_pos,power_agent,reassures,,reassure
rebuilds,agency_pos,power_agent,rebuilds,,rebuild
recalls,agency_neg,power_theme,recalls,,recall
recedes,agency_neg,,recedes,,recede
receives,agency_neg,power_theme,receives,,receive
recites,agency_pos,power_equal,recites,,recite
reckons,agency_pos,power_agent,reckons,,reckon
reclines,agency_neg,,reclines,,recline
recognises,agency_equal,power_theme,recognises,,recognise
recognizes,agency_neg,power_theme,recognizes,,recognize
recoils,agency_equal,,recoils,,recoil
recommends,agency_pos,power_agent,recommends,,recommend
reconciles,agency_pos,power_equal,reconciles,,reconcile
reconsiders,agency_equal,power_agent,reconsiders,,reconsider
records,agency_equal,power_agent,records,,record
recounts,agency_equal,power_agent,recounts,,recount
recovers,agency_pos,power_equal,recovers,,recover
recruits,agency_pos,power_agent,recruits,,recruit
reduces,agency_pos,power_agent,reduces,,reduce
reels,agency_neg,,reels,,reel
refers,agency_pos,power_equal,refers,,refer
refills,agency_pos,power_agent,refills,,refill
reflects,agency_neg,power_theme,reflects,,reflect
refuses,agency_pos,power_agent,refuses,,refuse
regains,agency_pos,power_agent,regains,,regain
regards,agency_neg,power_theme,regards,,regard
registers,agency_pos,power_agent,registers,,register
regrets,agency_neg,power_theme,regrets,,regret
regulates,agency_pos,power_agent,regulates,,regulate
rehearses,agency_pos,power_equal,rehearses,,rehearse
reinforces,agency_pos,power_agent,reinforces,,reinforce
reins,agency_pos,power_equal,reins,,rein
reiterates,agency_equal,power_theme,reiterates,,reiterate
rejects,agency_pos,power_agent,rejects,,reject
rejoins,agency_pos,power_equal,rejoins,,rejoin
relates,agency_neg,power_equal,relates to,to,relate
relaxes,agency_neg,,relaxes,,relax
releases,agency_pos,power_agent,releases,,release
relents,agency_pos,,relents,,relent
relies,agency_neg,,relies,,rely
relieves,agency_pos,power_theme,relieves,,relieve
relishes,agency_neg,power_theme,relishes,,relish
reloads,agency_pos,power_agent,reloads,,reload
remains,agency_neg,,remains,,remain
remembers,agency_equal,power_equal,remembers,,remember
reminds,agency_pos,power_agent,reminds,,remind
removes,agency_pos,power_agent,removes,,remove
renders,agency_pos,power_agent,renders,,render
rends,agency_pos,power_agent,rends,,rend
renews,agency_pos,power_agent,renews,,renew
renounces,agency_pos,power_agent,renounces,,renounce
rents,agency_pos,power_equal,rents,,rent
reopens,agency_pos,power_agent,reopens,,reopen
repairs,agency_pos,power_agent,repairs,,repair
repays,agency_pos,power_theme,repays,,repay
repeats,agency_pos,power_theme,repeats,,repeat
replaces,agency_pos,power_agent,replaces,,replace
replies,agency_neg,power_equal,replies,,reply
reports,agency_pos,power_agent,reports,,report
represents,agency_pos,power_theme,represents,,represent
repulses,agency_neg,power_theme,repulses,,repulse
requests,agency_equal,power_equal,requests,,request
requires,agency_equal,power_theme,requires,,require
rescues,agency_pos,power_agent,rescues,,rescue
resembles,agency_neg,power_equal,resembles,,resemble
resents,agency_neg,power_theme,resents,,resent
reserves,agency_pos,power_agent,reserves,,reserve
resigns,agency_equal,,resigns,,resign
resists,agency_pos,power_equal,resists,,resist
resolves,agency_pos,power_equal,resolves,,resolve
respects,agency_equal,power_theme,respects,,respect
responds,agency_pos,power_theme,responds,,respond
restores,agency_pos,power_agent,restores,,restore
restrains,agency_pos,power_agent,restrains,,restrain
restricts,agency_pos,power_agent,restricts,,restrict
rests,agency_neg,,rests,,rest
results,agency_equal,,results,,result
results,agency_neg,power_agent,results in,in,result
resumes,agency_equal,power_agent,resumes,,resume
retains,agency_pos,power_agent,retains,,retain
retires,agency_pos,power_agent,retires,,retire
retracts,agency_pos,power_agent,retracts,,retract
retreats,agency_equal,,retreats,,retreat
retrieves,agency_pos,power_agent,retrieves,,retrieve
returns,agency_pos,power_agent,returns,,return
reveals,agency_pos,power_agent,reveals,,reveal
reverberates,agency_pos,,reverberates,,reverberate
reverses,agency_pos,power_agent,reverses,,reverse
reviews,agency_pos,power_equal,reviews,,review
revises,agency_pos,power_agent,revises,,revise
revives,agency_pos,power_agent,revives,,revive
revolves,agency_pos,,revolves,,revolve
revolves,agency_equal,power_theme,revolves around,around,revolve
revs,agency_pos,power_agent,revs,,rev
rewards,agency_pos,power_agent,rewards,,reward
ricochets,agency_pos,,ricochets,,ricochet
riddles,agency_pos,power_agent,riddles,,riddle
rides,agency_pos,power_agent,rides,,rid
rifles,agency_pos,power_agent,rifles through,through,rifle
rights,agency_pos,power_agent,rights,,right
rigs,agency_pos,power_agent,rigs,,rig
rings,agency_pos,power_agent,rings,,ring
rinses,agency_pos,power_agent,rinses,,rinse
ripples,agency_pos,,ripples,,ripple
rips,agency_pos,power_agent,rips,,rip
rises,agency_pos,,rises,,rise
risks,agency_equal,power_agent,risks,,risk
rivets,agency_pos,power_agent,rivets,,rivet
rivets,agency_pos,power_agent,rivets on,on,rivet
roams,agency_neg,power_equal,roams,,roam
roars,agency_pos,,roars,,roar
roasts,agency_pos,power_agent,roasts,,roast
robs,agency_pos,power_agent,robs,,rob
rockets,agency_pos,,rockets,,rocket
rocks,agency_equal,,rocks,,rock
rolls,agency_pos,power_agent,rolls,,roll
roots,agency_pos,power_equal,roots,,root
rotates,agency_pos,power_agent,rotates,,rotate
rots,agency_neg,,rots,,rot
rounds,agency_pos,power_equal,rounds,,round
rouses,agency_pos,power_agent,rouses,,rouse
rows,agency_pos,power_agent,rows,,row
rubs,agency_pos,power_equal,rubs,,rub
ruffles,agency_pos,power_agent,ruffles,,ruffle
ruins,agency_pos,power_agent,ruins,,ruin
rules,agency_pos,power_agent,rules,,rule
rumbles,agency_pos,,rumbles,,rumble
rummages,agency_pos,,rummages,,rummage
runs,agency_pos,,runs,,run
rushes,agency_pos,power_agent,rushes,,rush
rustles,agency_pos,power_agent,rustles,,rustle
rusts,agency_neg,,rusts,,rust
sacks,agency_pos,power_agent,sacks,,sack
sacrifices,agency_pos,power_agent,sacrifices,,sacrifice
saddles,agency_pos,power_agent,saddles,,saddle
sags,agency_neg,,sags,,sag
sails,agency_pos,power_agent,sails,,sail
salutes,agency_pos,power_theme,salutes,,salute
salvages,agency_pos,power_agent,salvages,,salvage
satisfies,agency_pos,power_theme,satisfies,,satisfy
saunters,agency_pos,,saunters,,saunter
saves,agency_pos,power_agent,saves,,save
savors,agency_pos,power_equal,savors,,savor
saws,agency_pos,power_agent,saws,,saw
says,agency_pos,power_equal,says,,say
scales,agency_pos,power_agent,scales,,scale
scampers,agency_pos,,scampers,,scamper
scans,agency_pos,power_agent,scans,,scan
scares,agency_pos,power_agent,scares,,scar
scatters,agency_pos,power_agent,scatters,,scatter
schedules,agency_pos,power_agent,schedules,,schedule
scoffs,agency_pos,,scoffs,,scoff
scoops,agency_pos,power_agent,scoops,,scoop
scoots,agency_pos,,scoots,,scoot
scorches,agency_pos,power_agent,scorches,,scorch
scores,agency_pos,power_equal,scores,,score
scours,agency_pos,power_agent,scours,,scour
scowls,agency_pos,,scowls,,scowl
scrambles,agency_pos,power_agent,scrambles,,scramble
scrapes,agency_pos,power_agent,scrapes,,scrap
scratches,agency_pos,power_agent,scratches,,scratch
scrawls,agency_pos,power_equal,scrawls,,scrawl
screams,agency_pos,,screams,,scream
screeches,agency_pos,,screeches,,screech
screens,agency_equal,power_agent,screens,,screen
scribbles,agency_pos,power_equal,scribbles,,scribble
scrolls,agency_equal,,scrolls,,scroll
scrubs,agency_pos,power_agent,scrubs,,scrub
scrunches,agency_pos,,scrunches,,scrunch
scrutinizes,agency_pos,power_agent,scrutinizes,,scrutinize
scurries,agency_pos,,scurries,,scurry
scuttles,agency_pos,,scuttles,,scuttle
seals,agency_pos,power_agent,seals,,seal
searches,agency_pos,power_agent,searches,,search
sears,agency_pos,power_agent,sears,,sear
seats,agency_pos,power_theme,seats,,seat
secures,agency_pos,power_agent,secures,,secure
seduces,agency_pos,power_agent,seduces,,seduce
seeks,agency_pos,power_theme,seeks,,seek
seems,agency_neg,,seems,,seem
sees,agency_neg,power_equal,sees,,see
seethes,agency_pos,,seethes,,seethe
seizes,agency_pos,power_agent,seizes,,seize
selects,agency_pos,power_agent,selects,,select
sells,agency_pos,power_agent,sells,,sell
sends,agency_pos,power_agent,sends,,send
senses,agency_neg,power_theme,senses,,sense
sentences,agency_pos,power_agent,sentences,,sentence
separates,agency_pos,power_agent,separates,,separate
serves,agency_equal,power_theme,serves,,serve
sets,agency_pos,power_agent,sets,,set
settles,agency_pos,power_agent,settles,,settle
severs,agency_pos,power_agent,severs,,sever
sews,agency_pos,power_equal,sews,,sew
shades,agency_pos,power_equal,shades,,shade
shadows,agency_equal,power_theme,shadows,,shadow
shakes,agency_pos,power_agent,shakes,,shake
shapes,agency_pos,power_agent,shapes,,shape
shares,agency_pos,power_agent,shares,,share
sharpens,agency_pos,power_agent,sharpens,,sharpen
shatters,agency_pos,power_agent,shatters,,shatter
shaves,agency_pos,power_agent,shaves,,shave
sheds,agency_pos,power_agent,sheds,,shed
shells,agency_pos,power_agent,shells,,shell
shelters,agency_pos,power_agent,shelters,,shelter
shields,agency_pos,power_agent,shields,,shield
shifts,agency_pos,power_agent,shifts,,shift
shimmers,agency_neg,,shimmers,,shimmer
shines,agency_equal,,shines,,shin
ships,agency_pos,power_agent,ships,,ship
shivers,agency_equal,,shivers,,shiver
shocks,agency_pos,power_agent,shocks,,shock
shooes,agency_pos,power_agent,shooes,,shoo
shoots,agency_pos,power_agent,shoots,,shoot
shops,agency_pos,,shops,,shop
shoulders,agency_pos,power_agent,shoulders,,shoulder
shouts,agency_pos,power_agent,shouts,,shout
shovels,agency_pos,power_agent,shovels,,shovel
shoves,agency_pos,power_agent,shoves,,shove
showers,agency_pos,power_theme,showers,,shower
shows,agency_pos,power_agent,shows,,show
shreds,agency_pos,power_agent,shreds,,shred
shrieks,agency_pos,power_agent,shrieks,,shriek
shrinks,agency_pos,power_agent,shrinks,,shrink
shrouds,agency_pos,power_agent,shrouds,,shroud
shrugs,agency_pos,,shrugs,,shrug
shuffles,agency_pos,power_agent,shuffles,,shuffle
shushes,agency_pos,power_agent,shushes,,shush
shuts,agency_pos,power_agent,shuts,,shut
sickens,agency_pos,power_agent,sickens,,sicken
sides,agency_equal,,sides,,side
sidesteps,agency_pos,power_agent,sidesteps,,sidestep
sidles,agency_pos,power_theme,sidles up to,up,sidle
sifts,agency_pos,power_agent,sifts,,sift
sighs,agency_equal,,sighs,,sigh
sights,agency_pos,power_equal,sights,,sight
signals,agency_pos,power_equal,signals,,signal
signs,agency_pos,power_equal,signs,,sign
silences,agency_pos,power_agent,silences,,silence
silhouettes,agency_neg,power_theme,silhouettes,,silhouette
simmers,agency_pos,power_agent,simmers,,simmer
singles,agency_pos,power_agent,singles out,out,single
sings,agency_pos,power_agent,sings,,sing
sinks,agency_pos,power_agent,sinks,,sink
sips,agency_pos,power_agent,sips,,sip
sits,agency_neg,,sits,,sit
situates,agency_pos,power_agent,situates,,situate
sizes,agency_equal,power_agent,sizes,,size
sizzles,agency_equal,,sizzles,,sizzle
skates,agency_pos,power_agent,skates,,skate
sketches,agency_pos,power_equal,sketches,,sketch
skids,agency_equal,,skids,,skid
skims,agency_pos,power_agent,skims,,skim
skins,agency_pos,power_agent,skins,,skin
skips,agency_neg,power_agent,skips,,skip
skitters,agency_equal,,skitters,,skitter
slams,agency_pos,power_agent,slams,,slam
slants,agency_neg,,slants,,slant
slaps,agency_pos,power_agent,slaps,,slap
slashes,agency_pos,power_agent,slashes,,slash
slaughters,agency_pos,power_agent,slaughters,,slaughter
slays,agency_pos,power_agent,slays,,slay
sleeps,agency_neg,,sleeps,,sleep
slices,agency_pos,power_agent,slices,,slice
slicks,agency_equal,power_agent,slicks,,slick
slides,agency_equal,power_agent,slides,,slide
slings,agency_pos,power_agent,slings,,sling
slinks,agency_neg,,slinks,,slink
slips,agency_pos,power_agent,slips,,slip
slithers,agency_pos,,slithers,,slither
slits,agency_pos,power_agent,slits,,slit
slops,agency_pos,power_agent,slops,,slop
sloshes,agency_equal,,sloshes,,slosh
slouches,agency_neg,,slouches,,slouch
slows,agency_pos,power_agent,slows,,slow
slugs,agency_pos,power_agent,slugs,,slug
slumps,agency_neg,,slumps,,slump
slurps,agency_pos,power_agent,slurps,,slurp
slurs,agency_equal,,slurs,,slur
smacks,agency_pos,power_agent,smacks,,smack
smashes,agency_pos,power_agent,smashes,,smash
smears,agency_pos,power_agent,smears,,smear
smells,agency_neg,power_theme,smells,,smell
smiles,agency_pos,,smiles,,smile
smirks,agency_neg,,smirks,,smirk
smokes,agency_pos,power_agent,smokes,,smoke
smolders,agency_neg,,smolders,,smolder
smooths,agency_pos,power_equal,smooths,,smooth
smothers,agency_pos,power_agent,smothers,,smother
snags,agency_pos,power_agent,snags,,snag
snaps,agency_pos,,snaps,,snap
snarls,agency_pos,power_equal,snarls at,at,snarl
snatches,agency_pos,power_agent,snatches,,snatch
sneaks,agency_pos,power_agent,sneaks,,sneak
sneers,agency_pos,,sneers,,sneer
sneezes,agency_pos,,sneezes,,sneeze
snickers,agency_neg,,snickers,,snicker
sniffs,agency_equal,,sniffs,,sniff
snips,agency_pos,power_agent,snips,,snip
snoops,agency_pos,,snoops,,snoop
snores,agency_neg,,snores,,snore
snorts,agency_pos,,snorts,,snort
snows,agency_neg,,snows,,snow
snuggles,agency_pos,power_equal,snuggles,,snuggle
soaks,agency_pos,power_agent,soaks,,soak
soars,agency_pos,,soars,,soar
sobers,agency_pos,power_agent,sobers,,sober
sobs,agency_neg,,sobs,,sob
softens,agency_pos,power_equal,softens,,soften
soils,agency_pos,power_agent,soils,,soil
solicits,agency_pos,power_agent,solicits,,solicit
solves,agency_pos,power_agent,solves,,solve
soothes,agency_pos,power_equal,soothes,,soothe
sorts,agency_pos,power_equal,sorts,,sort
sounds,agency_pos,power_equal,sounds,,sound
spaces,agency_pos,power_agent,spaces,,space
spans,agency_neg,power_agent,spans,,span
spares,agency_pos,power_agent,spares,,spare
sparkles,agency_neg,,sparkles,,sparkle
sparks,agency_pos,power_agent,sparks,,spark
spars,agency_pos,power_equal,spars,,spar
spatters,agency_equal,,spatters,,spatter
speaks,agency_pos,,speaks,,speak
speaks,agency_pos,power_equal,speaks to,to,speak
specifies,agency_pos,power_equal,specifies,,specify
speeds,agency_pos,,speeds,,speed
speeds,agency_pos,power_equal,speeds up,up,speed
spells,agency_equal,power_equal,spells,,spell
spends,agency_pos,power_agent,spends,,spend
spews,agency_pos,power_agent,spews,,spew
spies,agency_pos,power_equal,spies,,spy
spikes,agency_pos,power_agent,spikes,,spike
spills,agency_pos,power_agent,spills,,spill
spins,agency_pos,power_agent,spins,,spin
spirals,agency_pos,,spirals,,spiral
spits,agency_pos,power_agent,spits at,at,spit
splashes,agency_pos,,splashes,,splash
splatters,agency_pos,power_agent,splatters,,splatter
splinters,agency_pos,power_agent,splinters,,splinter
splits,agency_pos,power_agent,splits,,split
spoils,agency_pos,power_equal,spoils,,spoil
sponsors,agency_pos,power_agent,sponsors,,sponsor
spooks,agency_pos,power_agent,spooks,,spook
sports,agency_equal,power_equal,sports,,sport
spots,agency_neg,power_agent,spots,,spot
sprawls,agency_equal,,sprawls,,sprawl
sprays,agency_pos,power_agent,sprays,,spray
spreads,agency_pos,power_agent,spreads,,spread
springs,agency_pos,,springs,,spring
sprinkles,agency_pos,power_agent,sprinkles,,sprinkle
sprints,agency_pos,,sprints,,sprint
sprouts,agency_pos,,sprouts,,sprout
spurs,agency_pos,power_agent,spurs,,spur
sputters,agency_pos,,sputters,,sputter
squares,agency_pos,power_agent,squares,,square
squashes,agency_pos,power_agent,squashes,,squash
squats,agency_pos,,squats,,squat
squeaks,agency_equal,,squeaks,,squeak
squeals,agency_equal,,squeals,,squeal
squeezes,agency_pos,power_agent,squeezes,,squeeze
squints,agency_equal,,squints,,squint
squirms,agency_equal,,squirms,,squirm
squirts,agency_pos,power_equal,squirts,,squirt
stabilizes,agency_pos,power_agent,stabilizes,,stabilize
stabs,agency_pos,power_agent,stabs,,stab
stacks,agency_pos,power_agent,stacks,,stack
staggers,agency_equal,,staggers,,stagger
stains,agency_pos,power_agent,stains,,stain
stakes,agency_pos,power_agent,stakes,,stake
stalks,agency_pos,power_theme,stalks,,stalk
stalls,agency_pos,power_agent,stalls,,stall
stamps,agency_pos,power_agent,stamps,,stamp
stands,agency_equal,,stands,,stand
stares,agency_neg,,stares,,stare
stars,agency_pos,power_equal,stars,,star
startles,agency_pos,power_equal,startles,,startle
starts,agency_pos,power_agent,starts,,start
starves,agency_pos,power_agent,starves,,starve
stashes,agency_pos,power_agent,stashes,,stash
states,agency_pos,power_equal,states,,state
stations,agency_pos,power_agent,stations,,station
stays,agency_neg,,stays,,stay
steadies,agency_pos,power_agent,steadies,,steady
steals,agency_pos,power_agent,steals,,steal
steams,agency_pos,power_agent,steams,,steam
steels,agency_pos,power_agent,steels,,steel
steers,agency_pos,power_agent,steers,,steer
stencils,agency_pos,power_agent,stencils,,stencil
steps,agency_pos,,steps,,step
sticks,agency_pos,,sticks,,stick
stiffens,agency_pos,power_equal,stiffens,,stiffen
stifles,agency_pos,power_agent,stifles,,stifle
stimulates,agency_pos,power_equal,stimulates,,stimulate
stings,agency_pos,power_agent,stings,,sting
stinks,agency_neg,,stinks,,stink
stirs,agency_pos,power_agent,stirs,,stir
stitches,agency_pos,power_equal,stitches,,stitch
stocks,agency_pos,power_equal,stocks,,stock
stomps,agency_pos,,stomps,,stomp
stones,agency_pos,power_agent,stones,,stone
stoops,agency_equal,,stoops,,stoop
stops,agency_pos,power_agent,stops,,stop
stores,agency_pos,power_agent,stores,,store
storms,agency_pos,power_agent,storms,,storm
stows,agency_pos,power_agent,stows,,stow
straddles,agency_pos,power_agent,straddles,,straddle
straightens,agency_pos,power_agent,straightens,,straighten
strains,agency_pos,power_agent,strains,,strain
strands,agency_pos,power_agent,strands,,strand
strangles,agency_pos,power_agent,strangles,,strangle
strangles,agency_equal,power_agent,strangles on,on,strangle
straps,agency_pos,power_agent,straps,,strap
strays,agency_pos,,strays,,stray
streams,agency_pos,,streams,,stream
strengthens,agency_pos,power_agent,strengthens,,strengthen
stresses,agency_pos,power_agent,stresses,,stress
stretches,agency_pos,,stretches,,stretch
strides,agency_pos,,strides,,stride
strikes,agency_pos,power_agent,strikes,,strike
strings,agency_pos,power_agent,strings,,string
strips,agency_pos,power_agent,strips,,strip
strokes,agency_pos,power_equal,strokes,,stroke
strolls,agency_equal,,strolls,,stroll
struggles,agency_equal,power_theme,struggles,,struggle
struts,agency_pos,,struts,,strut
stubs,agency_equal,power_agent,stubs,,stub
studies,agency_pos,power_equal,studies,,study
stuffs,agency_pos,power_agent,stuffs,,stuff
stumbles,agency_neg,,stumbles,,stumble
stuns,agency_pos,power_agent,stuns,,stun
subdues,agency_pos,power_agent,subdues,,subdue
submerges,agency_pos,power_agent,submerges,,submerge
submits,agency_pos,power_equal,submits,,submit
subsides,agency_neg,,subsides,,subside
subtitles,agency_pos,power_theme,subtitles,,subtitle
succeeds,agency_pos,power_agent,succeeds,,succeed
sues,agency_pos,power_agent,sues,,sue
suffers,agency_neg,power_theme,suffers,,suffer
suffocates,agency_pos,power_agent,suffocates,,suffocate
suggests,agency_pos,power_agent,suggests,,suggest
sulks,agency_neg,,sulks,,sulk
summons,agency_pos,power_agent,summons,,summon
superimposes,agency_pos,power_agent,superimposes,,superimpose
supervises,agency_pos,power_agent,supervises,,supervise
supplies,agency_pos,power_agent,supplies,,supply
supports,agency_pos,power_equal,supports,,support
supposes,agency_equal,power_equal,supposes,,suppose
suppresses,agency_pos,power_agent,suppresses,,suppress
surfaces,agency_pos,,surfaces,,surface
surfs,agency_pos,,surfs,,surf
surges,agency_pos,,surges,,surge
surprises,agency_pos,power_equal,surprises,,surprise
surrenders,agency_neg,power_agent,surrenders,,surrender
surrounds,agency_pos,power_agent,surrounds,,surround
surveys,agency_pos,power_equal,surveys,,survey
survives,agency_neg,power_equal,survives,,survive
survives,agency_pos,power_theme,survives on,on,survive
suspects,agency_pos,power_equal,suspects,,suspect
suspends,agency_pos,power_agent,suspends,,suspend
sustains,agency_pos,power_agent,sustains,,sustain
swallows,agency_pos,power_agent,swallows,,swallow
swaps,agency_pos,power_agent,swaps,,swap
swarms,agency_pos,,swarms,,swarm
swats,agency_pos,power_agent,swats,,swat
